category,dong_code,district,dong,category_store_count,population,low_population_flag,category_density_per_1000,lq
"전문, 과학 및 기술 서비스업",30170570,서구,가장동,29,10313,False,2.81,0.903
"전문, 과학 및 기술 서비스업",30170581,서구,갈마1동,115,20553,False,5.6,1.137
"전문, 과학 및 기술 서비스업",30170582,서구,갈마2동,103,22980,False,4.48,0.943
"전문, 과학 및 기술 서비스업",30170596,서구,관저1동,28,14339,False,1.95,0.587
"전문, 과학 및 기술 서비스업",30170597,서구,관저2동,91,47072,False,1.93,0.555
"전문, 과학 및 기술 서비스업",30200600,유성구,관평동,179,37715,False,4.75,1.11
"전문, 과학 및 기술 서비스업",30170560,서구,괴정동,135,18068,False,7.47,0.793
"전문, 과학 및 기술 서비스업",30200580,유성구,구즉동,29,32567,False,0.89,0.391
"전문, 과학 및 기술 서비스업",30170600,서구,기성동,9,3221,False,2.79,0.52
"전문, 과학 및 기술 서비스업",30170575,서구,내동,61,21507,False,2.84,1.065
"전문, 과학 및 기술 서비스업",30200546,유성구,노은1동,100,20549,False,4.87,0.918
"전문, 과학 및 기술 서비스업",30200547,유성구,노은2동,56,23001,False,2.43,0.892
"전문, 과학 및 기술 서비스업",30200548,유성구,노은3동,87,35391,False,2.46,0.874
"전문, 과학 및 기술 서비스업",30110585,동구,대동,25,13251,False,1.89,0.488
"전문, 과학 및 기술 서비스업",30140630,중구,대사동,21,5166,False,4.07,0.528
"전문, 과학 및 기술 서비스업",30110725,동구,대청동,4,2086,False,1.92,0.365
"전문, 과학 및 기술 서비스업",30230520,대덕구,대화동,141,5213,False,27.05,3.152
"전문, 과학 및 기술 서비스업",30140575,중구,대흥동,130,12082,False,10.76,0.84
"전문, 과학 및 기술 서비스업",30230570,대덕구,덕암동,32,12275,False,2.61,0.627
"전문, 과학 및 기술 서비스업",30170520,서구,도마1동,52,17913,False,2.9,0.481
"전문, 과학 및 기술 서비스업",30170530,서구,도마2동,41,19192,False,2.14,0.617
"전문, 과학 및 기술 서비스업",30170593,서구,도안동,193,36402,False,5.3,1.049
"전문, 과학 및 기술 서비스업",30170630,서구,둔산1동,631,16243,False,38.85,3.479
"전문, 과학 및 기술 서비스업",30170640,서구,둔산2동,456,34031,False,13.4,1.791
"전문, 과학 및 기술 서비스업",30170660,서구,둔산3동,32,18559,False,1.72,0.506
"전문, 과학 및 기술 서비스업",30170650,서구,만년동,136,11901,False,11.43,1.876
"전문, 과학 및 기술 서비스업",30140550,중구,목동,25,17347,False,1.44,0.597
"전문, 과학 및 기술 서비스업",30230580,대덕구,목상동,24,5779,False,4.15,0.737
"전문, 과학 및 기술 서비스업",30140605,중구,문창동,20,4057,False,4.93,0.435
"전문, 과학 및 기술 서비스업",30140720,중구,문화1동,21,20041,False,1.05,0.36
"전문, 과학 및 기술 서비스업",30140730,중구,문화2동,22,10964,False,2.01,0.63
"전문, 과학 및 기술 서비스업",30230600,대덕구,법1동,9,12040,False,0.75,0.605
"전문, 과학 및 기술 서비스업",30230610,대덕구,법2동,14,14312,False,0.98,0.529
"전문, 과학 및 기술 서비스업",30170540,서구,변동,93,12149,False,7.65,1.629
"전문, 과학 및 기술 서비스업",30170510,서구,복수동,26,20740,False,1.25,0.47
"전문, 과학 및 기술 서비스업",30140640,중구,부사동,27,5822,False,4.64,0.63
"전문, 과학 및 기술 서비스업",30230533,대덕구,비래동,30,14290,False,2.1,0.583
"전문, 과학 및 기술 서비스업",30110740,동구,산내동,49,20873,False,2.35,0.895
"전문, 과학 및 기술 서비스업",30140740,중구,산성동,77,24206,False,3.18,0.692
"전문, 과학 및 기술 서비스업",30110695,동구,삼성동,202,12893,False,15.67,3.205
"전문, 과학 및 기술 서비스업",30200527,유성구,상대동,88,24937,False,3.53,1.587
"전문, 과학 및 기술 서비스업",30140620,중구,석교동,40,13460,False,2.97,0.861
"전문, 과학 및 기술 서비스업",30230560,대덕구,석봉동,17,15634,False,1.09,0.333
"전문, 과학 및 기술 서비스업",30110665,동구,성남동,30,10323,False,2.91,0.65
"전문, 과학 및 기술 서비스업",30230543,대덕구,송촌동,64,26730,False,2.39,0.65
"전문, 과학 및 기술 서비스업",30200550,유성구,신성동,119,25502,False,4.67,0.853
"전문, 과학 및 기술 서비스업",30110545,동구,신인동,23,14690,False,1.57,0.661
"전문, 과학 및 기술 서비스업",30230550,대덕구,신탄진동,27,15890,False,1.7,0.372
"전문, 과학 및 기술 서비스업",30140670,중구,오류동,70,9742,False,7.19,0.905
"전문, 과학 및 기술 서비스업",30230510,대덕구,오정동,125,13051,False,9.58,1.282
"전문, 과학 및 기술 서비스업",30200530,유성구,온천1동,385,26687,False,14.43,1.345
"전문, 과학 및 기술 서비스업",30200540,유성구,온천2동,271,40717,False,6.66,1.104
"전문, 과학 및 기술 서비스업",30140655,중구,용두동,37,9762,False,3.79,0.795
"전문, 과학 및 기술 서비스업",30170550,서구,용문동,59,19171,False,3.08,0.909
"전문, 과학 및 기술 서비스업",30110560,동구,용운동,38,20730,False,1.83,0.5
"전문, 과학 및 기술 서비스업",30110640,동구,용전동,98,19567,False,5.01,0.84
"전문, 과학 및 기술 서비스업",30200610,유성구,원신흥동,74,32273,False,2.29,0.797
"전문, 과학 및 기술 서비스업",30170586,서구,월평1동,115,10988,False,10.47,1.045
"전문, 과학 및 기술 서비스업",30170587,서구,월평2동,144,13142,False,10.96,1.848
"전문, 과학 및 기술 서비스업",30170588,서구,월평3동,4,19633,False,0.2,0.272
"전문, 과학 및 기술 서비스업",30140700,중구,유천1동,30,5726,False,5.24,0.505
"전문, 과학 및 기술 서비스업",30140710,중구,유천2동,44,12392,False,3.55,0.719
"전문, 과학 및 기술 서비스업",30140535,중구,은행선화동,206,24072,False,8.56,1.177
"전문, 과학 및 기술 서비스업",30110590,동구,자양동,28,10738,False,2.61,0.468
"전문, 과학 및 기술 서비스업",30200570,유성구,전민동,66,25289,False,2.61,0.617
"전문, 과학 및 기술 서비스업",30170535,서구,정림동,34,14475,False,2.35,0.672
"전문, 과학 및 기술 서비스업",30230546,대덕구,중리동,84,17541,False,4.79,0.592
"전문, 과학 및 기술 서비스업",30110515,동구,중앙동,184,3284,False,56.03,1.1
"전문, 과학 및 기술 서비스업",30140560,중구,중촌동,52,14932,False,3.48,0.921
"전문, 과학 및 기술 서비스업",30200520,유성구,진잠동,95,24825,False,3.83,0.89
"전문, 과학 및 기술 서비스업",30170555,서구,탄방동,240,31149,False,7.7,0.993
"전문, 과학 및 기술 서비스업",30140680,중구,태평1동,17,12004,False,1.42,0.335
"전문, 과학 및 기술 서비스업",30140690,중구,태평2동,24,23217,False,1.03,0.637
"전문, 과학 및 기술 서비스업",30110551,동구,판암1동,18,11601,False,1.55,0.524
"전문, 과학 및 기술 서비스업",30110552,동구,판암2동,7,7601,False,0.92,0.503
"전문, 과학 및 기술 서비스업",30200526,유성구,학하동,128,20609,False,6.21,1.429
"전문, 과학 및 기술 서비스업",30110670,동구,홍도동,33,10759,False,3.07,0.743
"전문, 과학 및 기술 서비스업",30230525,대덕구,회덕동,24,12035,False,1.99,0.579
"전문, 과학 및 기술 서비스업",30110530,동구,효동,38,29268,False,1.3,0.37
