period,column,missing_count,missing_pct
2024-12-01,법정동코드,0,0.00000000
2024-12-01,법정동명,0,0.00000000
2024-12-01,지번코드,0,0.00000000
2024-12-01,대지구분코드,0,0.00000000
2024-12-01,대지구분명,0,0.00000000
2024-12-01,지번본번지,0,0.00000000
2024-12-01,지번부번지,22971,28.50389011
2024-12-01,지번주소,0,0.00000000
2024-12-01,도로명코드,0,0.00000000
2024-12-01,도로명,0,0.00000000
2024-12-01,건물본번지,0,0.00000000
2024-12-01,건물부번지,68100,84.50284778
2024-12-01,건물관리번호,227,0.28167616
2024-12-01,건물명,56781,70.45750661
2024-12-01,도로명주소,0,0.00000000
2024-12-01,구우편번호,0,0.00000000
2024-12-01,신우편번호,0,0.00000000
2024-12-01,동정보,80589,100.00000000
2024-12-01,층정보,35238,43.72557049
2024-12-01,호정보,80589,100.00000000
2024-12-01,경도,0,0.00000000
2024-12-01,위도,0,0.00000000
2025-03-01,상가업소번호,0,0.00000000
2025-03-01,상호명,0,0.00000000
2025-03-01,지점명,67579,86.74650852
2025-03-01,상권업종대분류코드,0,0.00000000
2025-03-01,상권업종대분류명,0,0.00000000
2025-03-01,상권업종중분류코드,0,0.00000000
2025-03-01,상권업종중분류명,0,0.00000000
2025-03-01,상권업종소분류코드,0,0.00000000
2025-03-01,상권업종소분류명,0,0.00000000
2025-03-01,표준산업분류코드,21,0.02695625
2025-03-01,표준산업분류명,21,0.02695625
2025-03-01,시도코드,0,0.00000000
2025-03-01,시도명,0,0.00000000
2025-03-01,시군구코드,0,0.00000000
2025-03-01,시군구명,0,0.00000000
2025-03-01,행정동코드,0,0.00000000
2025-03-01,행정동명,0,0.00000000
2025-03-01,법정동코드,0,0.00000000
2025-03-01,법정동명,0,0.00000000
2025-03-01,지번코드,0,0.00000000
2025-03-01,대지구분코드,0,0.00000000
2025-03-01,대지구분명,0,0.00000000
2025-03-01,지번본번지,2,0.00256726
2025-03-01,지번부번지,22325,28.65706511
2025-03-01,지번주소,0,0.00000000
2025-03-01,도로명코드,0,0.00000000
2025-03-01,도로명,0,0.00000000
2025-03-01,건물본번지,0,0.00000000
2025-03-01,건물부번지,65874,84.55791744
2025-03-01,건물관리번호,0,0.00000000
2025-03-01,건물명,54516,69.97843500
2025-03-01,도로명주소,0,0.00000000
2025-03-01,구우편번호,0,0.00000000
2025-03-01,신우편번호,0,0.00000000
2025-03-01,동정보,77904,100.00000000
2025-03-01,층정보,33848,43.44834668
2025-03-01,호정보,77904,100.00000000
2025-03-01,경도,0,0.00000000
2025-03-01,위도,0,0.00000000
2025-06-01,상가업소번호,0,0.00000000
2025-06-01,상호명,0,0.00000000
2025-06-01,지점명,67400,86.85007409
2025-06-01,상권업종대분류코드,0,0.00000000
2025-06-01,상권업종대분류명,0,0.00000000
2025-06-01,상권업종중분류코드,0,0.00000000
2025-06-01,상권업종중분류명,0,0.00000000
2025-06-01,상권업종소분류코드,0,0.00000000
2025-06-01,상권업종소분류명,0,0.00000000
2025-06-01,표준산업분류코드,23,0.02963727
2025-06-01,표준산업분류명,23,0.02963727
2025-06-01,시도코드,0,0.00000000
2025-06-01,시도명,0,0.00000000
2025-06-01,시군구코드,0,0.00000000
2025-06-01,시군구명,0,0.00000000
2025-06-01,행정동코드,0,0.00000000
2025-06-01,행정동명,0,0.00000000
2025-06-01,법정동코드,0,0.00000000
2025-06-01,법정동명,0,0.00000000
2025-06-01,지번코드,0,0.00000000
2025-06-01,대지구분코드,0,0.00000000
2025-06-01,대지구분명,0,0.00000000
2025-06-01,지번본번지,11,0.01417434
2025-06-01,지번부번지,22199,28.60511565
2025-06-01,지번주소,0,0.00000000
2025-06-01,도로명코드,0,0.00000000
2025-06-01,도로명,0,0.00000000
2025-06-01,건물본번지,0,0.00000000
2025-06-01,건물부번지,65606,84.53836737
2025-06-01,건물관리번호,0,0.00000000
2025-06-01,건물명,54209,69.85245796
2025-06-01,도로명주소,0,0.00000000
2025-06-01,구우편번호,0,0.00000000
2025-06-01,신우편번호,0,0.00000000
2025-06-01,동정보,77605,100.00000000
2025-06-01,층정보,33681,43.40055409
2025-06-01,호정보,77605,100.00000000
2025-06-01,경도,0,0.00000000
2025-06-01,위도,0,0.00000000
2025-10-01,상가업소번호,0,0.00000000
2025-10-01,상호명,0,0.00000000
2025-10-01,지점명,68348,87.15856053
2025-10-01,상권업종대분류코드,0,0.00000000
2025-10-01,상권업종대분류명,0,0.00000000
2025-10-01,상권업종중분류코드,0,0.00000000
2025-10-01,상권업종중분류명,0,0.00000000
2025-10-01,상권업종소분류코드,0,0.00000000
2025-10-01,상권업종소분류명,0,0.00000000
2025-10-01,표준산업분류코드,23,0.02933000
2025-10-01,표준산업분류명,23,0.02933000
2025-10-01,시도코드,0,0.00000000
2025-10-01,시도명,0,0.00000000
2025-10-01,시군구코드,0,0.00000000
2025-10-01,시군구명,0,0.00000000
2025-10-01,행정동코드,0,0.00000000
2025-10-01,행정동명,0,0.00000000
2025-10-01,법정동코드,0,0.00000000
2025-10-01,법정동명,0,0.00000000
2025-10-01,지번코드,0,0.00000000
2025-10-01,대지구분코드,0,0.00000000
2025-10-01,대지구분명,0,0.00000000
2025-10-01,지번본번지,13,0.01657783
2025-10-01,지번부번지,23360,29.78907904
2025-10-01,지번주소,0,0.00000000
2025-10-01,도로명코드,0,0.00000000
2025-10-01,도로명,0,0.00000000
2025-10-01,건물본번지,0,0.00000000
2025-10-01,건물부번지,66489,84.78793134
2025-10-01,건물관리번호,391,0.49861001
2025-10-01,건물명,54162,69.06832615
2025-10-01,도로명주소,0,0.00000000
2025-10-01,구우편번호,0,0.00000000
2025-10-01,신우편번호,0,0.00000000
2025-10-01,동정보,72263,92.15103675
2025-10-01,층정보,35977,45.87849728
2025-10-01,호정보,78418,100.00000000
2025-10-01,경도,0,0.00000000
2025-10-01,위도,0,0.00000000
2025-12-01,상가업소번호,0,0.00000000
2025-12-01,상호명,0,0.00000000
2025-12-01,지점명,68107,87.04214912
2025-12-01,상권업종대분류코드,0,0.00000000
2025-12-01,상권업종대분류명,0,0.00000000
2025-12-01,상권업종중분류코드,0,0.00000000
2025-12-01,상권업종중분류명,0,0.00000000
2025-12-01,상권업종소분류코드,0,0.00000000
2025-12-01,상권업종소분류명,0,0.00000000
2025-12-01,표준산업분류코드,23,0.02939447
2025-12-01,표준산업분류명,23,0.02939447
2025-12-01,시도코드,0,0.00000000
2025-12-01,시도명,0,0.00000000
2025-12-01,시군구코드,0,0.00000000
2025-12-01,시군구명,0,0.00000000
2025-12-01,행정동코드,0,0.00000000
2025-12-01,행정동명,0,0.00000000
2025-12-01,법정동코드,0,0.00000000
2025-12-01,법정동명,0,0.00000000
2025-12-01,지번코드,0,0.00000000
2025-12-01,대지구분코드,0,0.00000000
2025-12-01,대지구분명,0,0.00000000
2025-12-01,지번본번지,14,0.01789229
2025-12-01,지번부번지,23353,29.84561511
2025-12-01,지번주소,0,0.00000000
2025-12-01,도로명코드,0,0.00000000
2025-12-01,도로명,0,0.00000000
2025-12-01,건물본번지,0,0.00000000
2025-12-01,건물부번지,66287,84.71615162
2025-12-01,건물관리번호,384,0.49075991
2025-12-01,건물명,54620,69.80548526
2025-12-01,도로명주소,0,0.00000000
2025-12-01,구우편번호,0,0.00000000
2025-12-01,신우편번호,0,0.00000000
2025-12-01,동정보,78246,100.00000000
2025-12-01,층정보,37215,47.56153669
2025-12-01,호정보,78246,100.00000000
2025-12-01,경도,0,0.00000000
2025-12-01,위도,0,0.00000000
2026-03-01,상가업소번호,0,0.00000000
2026-03-01,상호명,0,0.00000000
2026-03-01,지점명,68745,87.45404353
2026-03-01,상권업종대분류코드,0,0.00000000
2026-03-01,상권업종대분류명,0,0.00000000
2026-03-01,상권업종중분류코드,0,0.00000000
2026-03-01,상권업종중분류명,0,0.00000000
2026-03-01,상권업종소분류코드,0,0.00000000
2026-03-01,상권업종소분류명,0,0.00000000
2026-03-01,표준산업분류코드,22,0.02798733
2026-03-01,표준산업분류명,22,0.02798733
2026-03-01,시도코드,0,0.00000000
2026-03-01,시도명,0,0.00000000
2026-03-01,시군구코드,0,0.00000000
2026-03-01,시군구명,0,0.00000000
2026-03-01,행정동코드,0,0.00000000
2026-03-01,행정동명,0,0.00000000
2026-03-01,법정동코드,0,0.00000000
2026-03-01,법정동명,0,0.00000000
2026-03-01,지번코드,0,0.00000000
2026-03-01,대지구분코드,0,0.00000000
2026-03-01,대지구분명,0,0.00000000
2026-03-01,지번본번지,3,0.00381645
2026-03-01,지번부번지,23434,29.81159439
2026-03-01,지번주소,0,0.00000000
2026-03-01,도로명코드,0,0.00000000
2026-03-01,도로명,0,0.00000000
2026-03-01,건물본번지,0,0.00000000
2026-03-01,건물부번지,66547,84.65785490
2026-03-01,건물관리번호,369,0.46942384
2026-03-01,건물명,55610,70.74433575
2026-03-01,도로명주소,0,0.00000000
2026-03-01,구우편번호,0,0.00000000
2026-03-01,신우편번호,0,0.00000000
2026-03-01,동정보,78607,100.00000000
2026-03-01,층정보,38989,49.59990841
2026-03-01,호정보,78607,100.00000000
2026-03-01,경도,0,0.00000000
2026-03-01,위도,0,0.00000000
2026-06-01,상가업소번호,0,0.00000000
2026-06-01,상호명,0,0.00000000
2026-06-01,지점명,69924,86.64254560
2026-06-01,상권업종대분류코드,0,0.00000000
2026-06-01,상권업종대분류명,0,0.00000000
2026-06-01,상권업종중분류코드,0,0.00000000
2026-06-01,상권업종중분류명,0,0.00000000
2026-06-01,상권업종소분류코드,0,0.00000000
2026-06-01,상권업종소분류명,0,0.00000000
2026-06-01,표준산업분류코드,22,0.02726011
2026-06-01,표준산업분류명,22,0.02726011
2026-06-01,시도코드,0,0.00000000
2026-06-01,시도명,0,0.00000000
2026-06-01,시군구코드,0,0.00000000
2026-06-01,시군구명,0,0.00000000
2026-06-01,행정동코드,0,0.00000000
2026-06-01,행정동명,0,0.00000000
2026-06-01,법정동코드,0,0.00000000
2026-06-01,법정동명,0,0.00000000
2026-06-01,지번코드,0,0.00000000
2026-06-01,대지구분코드,0,0.00000000
2026-06-01,대지구분명,0,0.00000000
2026-06-01,지번본번지,3,0.00371729
2026-06-01,지번부번지,24037,29.78414948
2026-06-01,지번주소,0,0.00000000
2026-06-01,도로명코드,0,0.00000000
2026-06-01,도로명,0,0.00000000
2026-06-01,건물본번지,0,0.00000000
2026-06-01,건물부번지,68355,84.69840404
2026-06-01,건물관리번호,394,0.48820381
2026-06-01,건물명,55185,68.37951031
2026-06-01,도로명주소,0,0.00000000
2026-06-01,구우편번호,0,0.00000000
2026-06-01,신우편번호,0,0.00000000
2026-06-01,동정보,80704,100.00000000
2026-06-01,층정보,35942,44.53558684
2026-06-01,호정보,80704,100.00000000
2026-06-01,경도,0,0.00000000
2026-06-01,위도,0,0.00000000
