period,category_code,category,store_count,confirmed_count,coverage_status
2026-06-01,G221,기타 상품 전문 소매업,331,331,관측체계 내 확정집계
2026-06-01,G222,중고 상품 소매업,363,363,관측체계 내 확정집계
2026-06-01,I101,일반 및 생활 숙박시설 운영업,850,850,관측체계 내 확정집계
2026-06-01,I102,기타 숙박업,54,54,관측체계 내 확정집계
2026-06-01,I201,한식 음식점업,10291,10291,관측체계 내 확정집계
2026-06-01,I202,중식 음식점업,866,866,관측체계 내 확정집계
2026-06-01,I203,일식 음식점업,787,787,관측체계 내 확정집계
2026-06-01,I204,서양식 음식점업,685,685,관측체계 내 확정집계
2026-06-01,I205,동남아시아 음식점업,153,153,관측체계 내 확정집계
2026-06-01,I206,기타 외국식 음식점업,0,0,관측체계 내 확정집계
2026-06-01,I207,구내식당 및 뷔페,221,221,관측체계 내 확정집계
2026-06-01,I210,기타 간이 음식점업,4862,4862,관측체계 내 확정집계
2026-06-01,I211,주점업,2149,2149,관측체계 내 확정집계
2026-06-01,I212,비알코올 음료점업,3836,3836,관측체계 내 확정집계
2026-06-01,L102,부동산관련 서비스업,2803,2803,관측체계 내 확정집계
2026-06-01,M103,법무관련 서비스업,771,771,관측체계 내 확정집계
2026-06-01,M104,회계 및 세무관련 서비스업,359,359,관측체계 내 확정집계
2026-06-01,M105,광고업,1181,1181,관측체계 내 확정집계
2026-06-01,M106,시장 조사 및 여론 조사업,49,49,관측체계 내 확정집계
2026-06-01,M107,회사 본부 및 경영 컨설팅 서비스업,1270,1270,관측체계 내 확정집계
2026-06-01,M109,"건축 기술, 엔지니어링 및 관련 기술 서비스업",1117,1117,관측체계 내 확정집계
2026-06-01,M111,수의업,111,111,관측체계 내 확정집계
2026-06-01,M112,전문 디자인업,1217,1217,관측체계 내 확정집계
2026-06-01,M113,사진 촬영 및 처리업,570,570,관측체계 내 확정집계
2026-06-01,M114,인쇄 및 제품 제작업,629,629,관측체계 내 확정집계
2026-06-01,M115,"그 외 기타 전문, 과학 및 기술 서비스업",131,131,관측체계 내 확정집계
2026-06-01,N101,사업시설 유지ㆍ관리 서비스업,232,232,관측체계 내 확정집계
2026-06-01,N102,건물ㆍ산업설비 청소 및 방제 서비스업,1194,1194,관측체계 내 확정집계
2026-06-01,N103,조경관리 및 유지 서비스업,40,40,관측체계 내 확정집계
2026-06-01,N104,고용 알선 및 인력 공급업,505,505,관측체계 내 확정집계
2026-06-01,N105,여행사 및 기타 여행 보조 서비스업,347,347,관측체계 내 확정집계
2026-06-01,N107,사무 지원 서비스업,133,133,관측체계 내 확정집계
2026-06-01,N108,기타 사업 지원 서비스업,418,418,관측체계 내 확정집계
2026-06-01,N109,운송장비 대여업,130,130,관측체계 내 확정집계
2026-06-01,N110,개인 및 가정용품 대여업,293,293,관측체계 내 확정집계
2026-06-01,N111,산업용 기계 및 장비 대여업,215,215,관측체계 내 확정집계
2026-06-01,P105,일반 교육기관,1783,1783,관측체계 내 확정집계
2026-06-01,P106,기타 교육기관,3201,3201,관측체계 내 확정집계
2026-06-01,P107,교육 지원 서비스업,415,415,관측체계 내 확정집계
2026-06-01,Q101,병원,120,120,관측체계 내 확정집계
2026-06-01,Q102,의원,1693,1693,관측체계 내 확정집계
2026-06-01,Q104,기타 보건업,131,131,관측체계 내 확정집계
2026-06-01,R102,"도서관, 사적지 및 유사 여가관련 서비스업",361,361,관측체계 내 확정집계
2026-06-01,R103,스포츠 서비스업,1424,1424,관측체계 내 확정집계
2026-06-01,R104,유원지 및 기타 오락관련 서비스업,1904,1904,관측체계 내 확정집계
2026-06-01,S201,컴퓨터 및 주변 기기 수리업,273,273,관측체계 내 확정집계
2026-06-01,S202,통신장비 수리업,58,58,관측체계 내 확정집계
2026-06-01,S203,자동차 수리 및 세차업,1746,1746,관측체계 내 확정집계
2026-06-01,S204,모터사이클 수리업,90,90,관측체계 내 확정집계
2026-06-01,S205,가전제품 수리업,463,463,관측체계 내 확정집계
2026-06-01,S206,기타 개인 및 가정용품 수리업,585,585,관측체계 내 확정집계
2026-06-01,S207,이용 및 미용업,6145,6145,관측체계 내 확정집계
2026-06-01,S208,"욕탕, 마사지 및 기타 신체 관리 서비스업",409,409,관측체계 내 확정집계
2026-06-01,S209,세탁업,883,883,관측체계 내 확정집계
2026-06-01,S210,장례식장 및 관련 서비스업,221,221,관측체계 내 확정집계
2026-06-01,S211,기타 개인서비스,116,116,관측체계 내 확정집계
